path;rouge2;rougel;bertscore
intermediate/ami/1_1.txt;0.06547619047619048;0.22485207100591717;-0.037393536418676376
intermediate/ami/1_2.txt;0.13709677419354838;0.216;0.3157084286212921
intermediate/ami/1_3.txt;0.0;0.006430868167202572;-0.45871278643608093
intermediate/ami/1_4.txt;0.07734806629834254;0.18579234972677594;0.23925769329071045
intermediate/ami/1_5.txt;0.08298755186721991;0.20576131687242796;-0.1389082968235016
intermediate/ami/1_6.txt;0.005943536404160475;0.04057397328055418;-0.018671559169888496
intermediate/ami/1_7.txt;0.046296296296296294;0.2018348623853211;0.22247931361198425
intermediate/ami/1_8.txt;0.013793103448275862;0.038385826771653545;0.0492607019841671
intermediate/ami/2_1.txt;0.010654490106544902;0.05167173252279636;-0.06660831719636917
intermediate/ami/2_2.txt;0.11206896551724137;0.21367521367521367;0.25256380438804626
intermediate/ami/2_3.txt;0.0;0.007407407407407407;-0.43492892384529114
intermediate/ami/2_4.txt;0.005563282336578582;0.03883495145631068;-0.2012777328491211
intermediate/ami/2_5.txt;0.016198189614101955;0.053307948595906714;0.0371897928416729
intermediate/ami/2_6.txt;0.009427609427609427;0.059179556153328844;-0.059271737933158875
intermediate/ami/2_7.txt;0.005060728744939271;0.03134479271991911;-0.012122763320803642
intermediate/ami/2_8.txt;0.016666666666666663;0.042663891779396466;0.045689355581998825
intermediate/ami/3_1.txt;0.0056785917092561046;0.04764605785592739;-0.13190683722496033
intermediate/ami/3_2.txt;0.13223140495867766;0.23770491803278687;0.28922203183174133
intermediate/ami/3_3.txt;0.009999999999999998;0.1485148514851485;-0.08069393783807755
intermediate/ami/3_4.txt;0.0;0.0;-0.13120144605636597
intermediate/ami/3_5.txt;0.06222222222222223;0.17621145374449337;0.1464756578207016
intermediate/ami/3_6.txt;0.0077669902912621365;0.08914728682170543;-0.06113900616765022
intermediate/ami/3_7.txt;0.017758046614872368;0.057585825027685486;-0.18336230516433716
intermediate/ami/3_8.txt;0.018581081081081082;0.05733558178752108;-0.01759796030819416
intermediate/ami/4_1.txt;0.0;0.0;-0.32534220814704895
intermediate/ami/4_2.txt;0.11076923076923077;0.2079510703363914;0.19444803893566132
intermediate/ami/4_3.txt;0.0813953488372093;0.17241379310344826;0.12044589221477509
intermediate/ami/4_4.txt;0.00937207122774133;0.023408239700374533;-0.28025439381599426
intermediate/ami/4_5.txt;0.11158798283261803;0.2212765957446808;0.2226138710975647
intermediate/ami/4_6.txt;0.006906758756783423;0.04534253326761952;-0.08886474370956421
intermediate/ami/4_7.txt;0.0;0.0;-0.3067002296447754
intermediate/ami/4_8.txt;0.012521343198634035;0.04093234792495736;0.053215205669403076
intermediate/ami/5_1.txt;0.0;0.012121212121212123;-0.35950666666030884
intermediate/ami/5_2.txt;0.079155672823219;0.18897637795275593;-0.035364195704460144
intermediate/ami/5_3.txt;0.0;0.014388489208633094;-0.43828704953193665
intermediate/ami/5_4.txt;0.07339449541284404;0.1909090909090909;0.1900745928287506
intermediate/ami/5_5.txt;0.11158798283261803;0.20425531914893616;0.19250650703907013
intermediate/ami/5_6.txt;0.0198019801980198;0.04926108374384237;-0.3317273259162903
intermediate/ami/5_7.txt;0.06976744186046512;0.20000000000000004;0.21991842985153198
intermediate/ami/5_8.txt;0.08540925266903913;0.18374558303886926;0.13648831844329834
intermediate/ami/6_1.txt;0.02843601895734597;0.12206572769953052;0.1405034214258194
intermediate/ami/6_2.txt;0.018779342723004695;0.09302325581395349;-0.452768474817276
intermediate/ami/6_3.txt;0.0;0.013888888888888888;-0.42505013942718506
intermediate/ami/6_4.txt;0.0;0.0;-0.20841485261917114
intermediate/ami/6_5.txt;0.0;0.0;-0.2199537456035614
intermediate/ami/6_6.txt;0.006944444444444444;0.1626297577854671;-0.1267479956150055
intermediate/ami/6_7.txt;0.041237113402061855;0.15306122448979592;-0.22353589534759521
intermediate/ami/6_8.txt;0.05056179775280899;0.17877094972067037;0.11350900679826736
