path;rouge2;rougel;bertscore
intermediate/fredsum/fr/1_1.txt;;0.11461318051575929;0.19373219373219375;0.21853181719779968
intermediate/fredsum/fr/1_2.txt;;0.06159420289855072;0.148014440433213;0.08439125120639801
intermediate/fredsum/fr/1_3.txt;;0.049180327868852465;0.15447154471544713;0.17830444872379303
intermediate/fredsum/fr/1_4.txt;;0.043596730245231606;0.15181518151815182;0.22645482420921326
intermediate/fredsum/fr/1_5.txt;;0.01054481546572935;0.08056042031523643;-0.11057736724615097
intermediate/fredsum/fr/1_6.txt;;0.045081967213114756;0.14379084967320263;0.09701184928417206
intermediate/fredsum/fr/1_7.txt;;0.07692307692307693;0.17665615141955834;0.13946497440338135
intermediate/fredsum/fr/1_8.txt;;0.09898107714701601;0.19773095623987033;0.19292400777339935
intermediate/fredsum/fr/1_9.txt;;0.025343189017951427;0.12421052631578947;0.029428545385599136
intermediate/fredsum/fr/2_1.txt;;0.1341176470588235;0.22065727699530516;0.23273369669914246
intermediate/fredsum/fr/2_2.txt;;0.034482758620689655;0.15450643776824036;0.17827057838439941
intermediate/fredsum/fr/2_3.txt;;0.008;0.04566210045662101;-0.0329928919672966
intermediate/fredsum/fr/2_4.txt;;0.07567567567567568;0.17741935483870966;0.18444766104221344
intermediate/fredsum/fr/2_5.txt;;0.0053734551316496505;0.02254428341384863;-0.12676167488098145
intermediate/fredsum/fr/2_6.txt;;0.007905138339920948;0.02926829268292683;-0.12415099889039993
intermediate/fredsum/fr/2_7.txt;;0.0017937219730941706;0.019197207678883072;-0.19041481614112854
intermediate/fredsum/fr/2_8.txt;;0.04597701149425287;0.12814645308924486;0.1557154506444931
intermediate/fredsum/fr/2_9.txt;;0.039344262295081964;0.1313131313131313;0.09202255308628082
intermediate/fredsum/fr/3_1.txt;;0.06982543640897755;0.13559322033898305;0.12416499853134155
intermediate/fredsum/fr/3_2.txt;;0.02191780821917808;0.14583333333333334;0.13128304481506348
intermediate/fredsum/fr/3_3.txt;;0.0;0.01129943502824859;-0.21980184316635132
intermediate/fredsum/fr/3_4.txt;;0.03966942148760331;0.13509060955518945;0.12389317899942398
intermediate/fredsum/fr/3_5.txt;;0.0;0.04;-0.04612722620368004
intermediate/fredsum/fr/3_6.txt;;0.04067796610169492;0.14024390243902438;0.18242882192134857
intermediate/fredsum/fr/3_7.txt;;0.0028129395218002813;0.01217798594847775;0.03535385802388191
intermediate/fredsum/fr/3_8.txt;;0.03754266211604095;0.1550387596899225;0.029887408018112183
intermediate/fredsum/fr/3_9.txt;;0.045234248788368334;0.15915119363395225;0.09520310908555984
intermediate/fredsum/fr/4_1.txt;;0.14193548387096774;0.16666666666666669;0.2505629360675812
intermediate/fredsum/fr/4_2.txt;;0.048780487804878044;0.1642512077294686;0.0911635160446167
intermediate/fredsum/fr/4_3.txt;;0.0;0.01129943502824859;-0.21980184316635132
intermediate/fredsum/fr/4_4.txt;;0.03470031545741325;0.15709969788519637;0.1633804738521576
intermediate/fredsum/fr/4_5.txt;;0.0;0.011764705882352941;-0.39814263582229614
intermediate/fredsum/fr/4_6.txt;;0.03669724770642202;0.13043478260869568;0.20579861104488373
intermediate/fredsum/fr/4_7.txt;;0.01691331923890063;0.09523809523809525;-0.11091789603233337
intermediate/fredsum/fr/4_8.txt;;0.033057851239669415;0.1452859350850077;0.052487704902887344
intermediate/fredsum/fr/4_9.txt;;0.034934497816593885;0.12463768115942027;-0.03076903335750103
intermediate/fredsum/fr/5_1.txt;;0.0679245283018868;0.09737827715355805;-0.08251030743122101
intermediate/fredsum/fr/5_2.txt;;0.04424778761061947;0.13157894736842105;0.15045243501663208
intermediate/fredsum/fr/5_3.txt;;0.026936026936026935;0.13679245283018865;-0.04071787744760513
intermediate/fredsum/fr/5_4.txt;;0.05447470817120622;0.18532818532818535;0.24088017642498016
intermediate/fredsum/fr/5_5.txt;;0.0;0.020018198362147407;-0.29192766547203064
intermediate/fredsum/fr/5_6.txt;;0.0;0.022727272727272724;-0.13902647793293
intermediate/fredsum/fr/5_7.txt;;0.0;0.031496062992125984;-0.05243824049830437
intermediate/fredsum/fr/5_8.txt;;0.02150537634408602;0.07829181494661921;0.017897771671414375
intermediate/fredsum/fr/5_9.txt;;0.013856812933025405;0.09684857801691008;-0.020388681441545486
intermediate/fredsum/fr/6_1.txt;;0.01705237515225335;0.040145985401459854;-0.15049490332603455
intermediate/fredsum/fr/6_2.txt;;0.05555555555555555;0.15172413793103448;0.1234559491276741
intermediate/fredsum/fr/6_3.txt;;0.0;0.028368794326241134;-0.1357325166463852
intermediate/fredsum/fr/6_4.txt;;0.03686635944700461;0.1473684210526316;0.19161389768123627
intermediate/fredsum/fr/6_5.txt;;0.0;0.00980392156862745;-0.34939369559288025
intermediate/fredsum/fr/6_6.txt;;0.0;0.008237986270022883;-0.35283994674682617
intermediate/fredsum/fr/6_7.txt;;0.013306719893546242;0.04174820613176778;-0.09263267368078232
intermediate/fredsum/fr/6_8.txt;;0.0202020202020202;0.07357859531772575;0.02224576845765114
intermediate/fredsum/fr/6_9.txt;;0.02570694087403599;0.12523719165085387;0.036934830248355865
