path;rouge2;rougel;bleu;bertscore
intermediate_2/1_1.txt;0.09904761904761905;0.1555977229601518;0.011328117174337501;0.6877149939537048
intermediate_2/1_2.txt;0.12200435729847493;0.16919739696312364;0.0;0.7002840638160706
intermediate_2/1_3.txt;0.03587443946188341;0.16;0.0;0.713347315788269
intermediate_2/1_4.txt;0.03934426229508197;0.1433224755700326;0.0;0.6992268562316895
intermediate_2/1_5.txt;0.016877637130801686;0.07983193277310924;0.0;0.5913717150688171
intermediate_2/1_6.txt;0.024630541871921183;0.10784313725490197;0.0;0.642583966255188
intermediate_2/1_7.txt;0.029126213592233007;0.15458937198067632;0.0;0.6870487928390503
intermediate_2/1_8.txt;0.04092071611253197;0.13740458015267176;0.0;0.6811487674713135
intermediate_2/1_9.txt;0.024449877750611245;0.12195121951219512;0.0;0.634455680847168
intermediate_2/2_1.txt;0.1341176470588235;0.22065727699530516;0.040747148630264546;0.7124669551849365
intermediate_2/2_2.txt;0.08086253369272237;0.16621983914209115;0.0;0.7073010206222534
intermediate_2/2_3.txt;0.002512562814070352;0.025094102885821833;0.0;0.5987578630447388
intermediate_2/2_4.txt;0.032467532467532464;0.15483870967741936;0.0;0.7019113302230835
intermediate_2/2_5.txt;0.010192525481313705;0.02262443438914027;0.0;0.5918466448783875
intermediate_2/2_6.txt;0.0;0.03468208092485549;0.0;0.5905032753944397
intermediate_2/2_7.txt;0.0032232070910556006;0.0337892196299276;0.0;0.5377858877182007
intermediate_2/2_8.txt;0.028436018957345974;0.15023474178403756;0.0;0.6843209266662598
intermediate_2/2_9.txt;0.02572347266881029;0.08945686900958466;0.0;0.644461452960968
intermediate_2/3_1.txt;0.051172707889125806;0.11040339702760085;0.0;0.6623131632804871
intermediate_2/3_2.txt;0.07352941176470587;0.16058394160583941;0.026508223178681702;0.7092779874801636
intermediate_2/3_3.txt;0.0;0.0;0.0;0.5443052649497986
intermediate_2/3_4.txt;0.030379746835443033;0.1309823677581864;0.0;0.6745821237564087
intermediate_2/3_5.txt;0.0;0.05633802816901409;0.0;0.6119288802146912
intermediate_2/3_6.txt;0.016393442622950817;0.13008130081300814;0.0;0.6846065521240234
intermediate_2/3_7.txt;0.0008988764044943818;0.010776829815895821;0.0;0.6066311597824097
intermediate_2/3_8.txt;0.05517241379310345;0.13698630136986303;0.0;0.626092791557312
intermediate_2/3_9.txt;0.053061224489795916;0.13008130081300814;0.0;0.6654946208000183
intermediate_2/4_1.txt;0.11934156378600824;0.14344262295081966;0.003670545777838652;0.6813372373580933
intermediate_2/4_2.txt;0.09059233449477352;0.1660899653979239;0.0;0.6866624355316162
intermediate_2/4_3.txt;0.0;0.0;0.0;0.5443052649497986
intermediate_2/4_4.txt;0.030030030030030033;0.11940298507462686;0.0;0.69056636095047
intermediate_2/4_5.txt;0.0;0.016842105263157894;0.0;0.4831075668334961
intermediate_2/4_6.txt;0.0326530612244898;0.16194331983805668;0.0;0.6913536190986633
intermediate_2/4_7.txt;0.0033388981636060105;0.1064891846921797;0.0;0.5867645740509033
intermediate_2/4_8.txt;0.045845272206303724;0.14245014245014245;0.0;0.6380099654197693
intermediate_2/4_9.txt;0.017921146953405014;0.1285714285714286;0.0;0.6248649954795837
intermediate_2/5_1.txt;0.045351473922902494;0.09029345372460497;0.0;0.5855538845062256
intermediate_2/5_2.txt;0.0594059405940594;0.17704918032786884;0.0;0.6848106384277344
intermediate_2/5_3.txt;0.022727272727272724;0.10526315789473685;0.0;0.5823074579238892
intermediate_2/5_4.txt;0.04597701149425287;0.14448669201520914;0.0;0.7126361131668091
intermediate_2/5_5.txt;0.0;0.011952191235059762;0.0;0.49525734782218933
intermediate_2/5_6.txt;0.0;0.0;0.0;0.564067542552948
intermediate_2/5_7.txt;0.0;0.015810276679841896;0.0;0.5818305015563965
intermediate_2/5_8.txt;0.013888888888888888;0.0684931506849315;0.0;0.6331915259361267
intermediate_2/5_9.txt;0.005128205128205128;0.07167235494880546;0.0;0.6277822852134705
intermediate_2/6_1.txt;0.01705237515225335;0.040145985401459854;0.0;0.5688519477844238
intermediate_2/6_2.txt;0.08227848101265822;0.1949685534591195;0.0;0.6627127528190613
intermediate_2/6_3.txt;0.0;0.05555555555555556;0.0;0.5737106800079346
intermediate_2/6_4.txt;0.04524886877828054;0.12556053811659193;0.0;0.6903236508369446
intermediate_2/6_5.txt;0.0;0.005141388174807198;0.0;0.48775818943977356
intermediate_2/6_6.txt;0.0;0.005706134094151214;0.0;0.475367933511734
intermediate_2/6_7.txt;0.013513513513513513;0.053987730061349694;0.0;0.586340606212616
intermediate_2/6_8.txt;0.024691358024691357;0.10975609756097561;0.0;0.656406581401825
intermediate_2/6_9.txt;0.010126582278481011;0.11083123425692695;0.0;0.6478984355926514
